Conferência,Quantidade Etapas,Título Etapa,Url Etapa,Descricao Etapa,Inscritos Etapa,Regiao Etapa,Status Etapa,Data Etapa,Propostas Etapa,Quantidade Propostas Etapa
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Belo Horizonte,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/616,"A Prefeitura de Belo Horizonte foi chamada pelo Ministério do Meio Ambiente e Mudança do Clima para realizar sua Conferência, que tem como objetivo incentivar a ampla participação da população na construção de propostas para enfrentar os desafios climáticos, além de eleger delegados que representarão o município na etapa estadual, que também irá ocorrer em 2025.
A Conferência Municipal será uma grande oportunidade para reunir toda a sociedade belo-horizontina, juntamente ao Poder Público, para discutir e entender melhor o que é a emergência climática e o que deve ser feito para se adequar a esse cenário.
Durante a Conferência Municipal, os participantes poderão apresentar propostas para enfrentar o aumento global da temperatura e suas consequências dentro dos cinco eixos definidos pela 5ª Conferência Nacional do Meio Ambiente:
mitigação;adaptação e preparação para desastres;justiça climática;transformação ecológica;governança e educação ambiental.
As propostas priorizadas serão encaminhadas para a Comissão Organizadora Estadual e serão incluídas no Caderno de Propostas que será debatido nas Conferências Estaduais.",Não informado,"Belo Horizonte, Minas Gerais",Não informado,Não informado,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/35592', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/35593', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/35594', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/35596', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/35597', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/35598', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/35599', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/35670', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/35672', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/34598']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Benjamin Constant/AM,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/939,A prefeitura de Benjamin Constant através da Secretaria de Meio Ambiente vai realizar a conferência Municipal de Meio Ambiente que acontecerá dia 10 de dezembro.,0,"Benjamin Constant, Amazonas",Não informado,10 de Dezembro 2024 09:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33119', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33124', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33125', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33126', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33127', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33128', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33131', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33133', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33134', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/33121']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE DE BOITUVA/SP,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1279,"A Conferência Intermunicipal de Meio Ambiente de Boituva/SP tem como foco promover o diálogo sobre a emergência climática. O certame se organiza como chamamento à sociedade civil, entidades e iniciativa privada, para debater sobre a situação local e sua contribuição com o Estado e país, no anseio por indicar soluções.",0,"Boituva, São Paulo",Não informado,Não informado,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Catalão - Goiás,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/879,"Com foco nas discussões sobre “Emergência climática: o desafio da transformação ecológica”, a Prefeitura Municipal de Catalão, por meio da Secretaria Municipal de Meio Ambiente, representantes da sociedade civil e poder e setor privado interessados do debate, realizam a 1ª Conferência Intermunicipal do Meio Ambiente - 1ª CIMA.A Conferência tem por objetivo analisar, propor e deliberar 10 propostas com base na realidade local, e eleger os delegados para Conferência Estadual do Meio Ambiente, nos termos da Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente - 5ª CNMA.O evento acontecerá na sede da Secretaria de Meio Ambiente de Catalão (SEMMAC) no dia 12 de dezembro de 2024, as 13:00h.",Não informado,"Catalão, Goiás",Não informado,12 de Dezembro 2024 13:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40641', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40625', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40644', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40632', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40633', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40634', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40635', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40636', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40649', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40656']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Caxambu,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1553,Conferência Municipal de Meio Ambiente de Caxambu,0,"Caxambu, Minas Gerais",Não informado,24 de Janeiro 2025 09:00 às 18:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Engenheiro Paulo de Frontin,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1646,"1ª Conferência Municipal de Meio Ambiente de Engenheiro Paulo de Frontin, com o tema Emergência Climática.",0,"Engenheiro Paulo de Frontin, Rio de Janeiro",Não informado,23 de Janeiro 2025 13:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/50660', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/50664', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/50665', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/50666', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/50667', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/50668', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/50671']",7
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Fortaleza - CMMAFor,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1811,"As Conferências Municipais do Meio Ambiente integram a primeira etapa da 5ª Conferência Nacional do Meio Ambiente e têm como objetivo coletar propostas para a política nacional de combate às mudanças climáticas. As propostas serão elaboradas por meio de oficinas contemplando 5 grupos de trabalho com eixos determinados. A Programação contempla Credenciamento, Apresentação e Mesa de Abertura, Oficinas de Elaboração das Propostas com Grupos de Trabalho (GT) por Eixo Temático, Priorizações das propostas e eleição de delegados.
Será possível se inscrever como ouvinte, participante ou candidato à delegado. Durante a inscrição é necessário indicação do grupo de trabalho e eixo de seu interesse, para locação durante dinâmica do evento.
A Conferência Municipal de Meio Ambiente (CMMAFor) diferencia-se do Fórum de Mudanças Climáticas de Fortaleza (FORCLIMA) por seu enfoque na construção de propostas destinadas à esfera nacional. O FORCLIMA, por sua vez, é uma instância permanente que reúne as Secretarias do Município, setores empresariais, acadêmicos e a sociedade civil, já realizou mais de 30 encontros e consolidou um histórico de engajamento nas questões climáticas municipais, com ênfase na resiliência urbana e no fortalecimento das políticas locais relacionadas ao clima.
Local: Escola Superior do Parlamento Cearense (Unipace), anexo à Assembleia Legislativa do Estado do Ceará (Alece).  Edifício Deputado José Euclides Ferreira GomesR. Barbosa de Freitas, 2709 - Aldeota, Fortaleza - CE, 60170-021
Organização: Secretaria do Urbanismo e Meio Ambiente de FortalezaContato para Dúvidas:  +55 85 3514-0950Instagram:https://www.instagram.com/seumafortaleza/",0,"Fortaleza, Ceará",Não informado,24 de Janeiro 2025 13:00 às 18:30,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39326', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39327', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39332', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39329', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39331', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39320', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39323', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39324', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39325', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39334']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Goiana,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/2012,"Nesta quinta-feira (19), a Prefeitura de Goiana, através da Secretaria Municipal de Agricultura, Pesca e Meio Ambiente, promoverá a 1º Conferência Municipal de Meio Ambiente. Com o tema ""Emergência Climática: o desafio da transformação ecológica"", o evento ocorrerá no auditório da Fadimab, a partir das 13h e será aberto a toda população do município. A iniciativa faz parte da preparatória da 5ª Conferência Nacional do Meio Ambiente.A finalidade é promover diálogos sobre esse tema para subsidiar a implementação da Política Nacional sobre Mudança do Clima, com ampla participação da população.Na Conferência, serão trabalhados cinco eixos temáticos: (i) mitigação, (ii) adaptação e preparação para desastres, (iii) justiça climática, (iv) transformação ecológica, e (v) governança e educação ambiental.Goiana estará realizando pela primeira vez uma Conferência de Meio Ambiente. ""Através da participação efetiva da sociedade civil, do setor governamental e do setor produtivo (empresas), queremos somar esforços nesse sentido. Será fundamental a participação de todos para o sucesso da conferência"", enfatizou o secretário municipal de Agricultura, Pesca e Meio Ambiente, Aristeu Alves.Além da Secretaria Municipal de Agricultura, Pesca e Meio Ambiente também estão envolvidas diretamente a Agência de Meio Ambiente, a Secretaria de Saúde, a Secretaria de Comunicação, as representações populares (associação de pescadores, moradores, culturais, religiosos, artísticos), dentre outros setores.",Não informado,"Goiana, Pernambuco",Não informado,19 de Dezembro 2024 13:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37115', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37116', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37117', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37118', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37119', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37120', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37121', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37124', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37125', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37126']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE DE GUAREÍ/SP,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1304,"Convocação da comunidade de Guareí, para debater a emergência climática, como um desafio da transformação ecológica, com atuação local, mas impacto geral, na questão de preservação do meio ambiente, em preparação às etapas Estadual e Nacional.",0,"Guareí, São Paulo",Não informado,13 de Dezembro 2024 13:30 às 17:30,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE DE GUARUJÁ,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/2039,"A Conferência Municipal do Meio Ambiente 2024 (CMMA-2024) será realizada no dia 11 de dezembro de 2024, no auditório do Iate Clube de Santos, localizado na Rua Funchal, 1.140, Vila Funchal, Guarujá, SP, CEP 11432-900.
A CMMA-2024 foi convocada em conformidade com a Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024. Esta conferência constitui uma instância de participação social com a atribuição de definir propostas sobre a Emergência Climática, que subsidiarão a implementação da Política Nacional sobre Mudança do Clima.
O objetivo da CMMA-2024 é analisar, propor e deliberar propostas baseadas na realidade local, além de eleger delegados para a 5ª Conferência Estadual do Meio Ambiente, em conformidade com a Portaria MMA nº 1.079, de 10 de junho de 2024, que também convoca a 5ª Conferência Nacional do Meio Ambiente (5ª CNMA).O tema central da CMMA-2024 é “Emergência Climática”, e a conferência estará estruturada em cinco eixos principais:
I – MitigaçãoII – Adaptação e preparação para desastresIII – Transformação EcológicaIV – Justiça ClimáticaV – Governança e Educação Ambiental
O documento-base da 5ª Conferência Nacional do Meio Ambiente, que compila informações técnicas e conceituais sobre o tema e os eixos temáticos, será utilizado como ponto de partida para os trabalhos da conferência.",0,"Guarujá, São Paulo",Não informado,11 de Dezembro 2024 08:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39309', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39305', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39311', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39294', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39283', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39304', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39306', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39307', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39308', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39313']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Guaxupé/MG - Emergência Climática,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1747,"Na conferência serão apresentadas informações sobre as questões climáticas municipais e será apresentado o Plano de Ação Climático - PAC, do Programa CLIMATIVA, que está sendo elaborado em parceria com a UFMG através de recurso CNPQ",0,"Guaxupé, Minas Gerais",Não informado,17 de Dezembro 2024 09:00 às 15:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/22215', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27631', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21904', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21910', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/22100', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/24361', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/24424', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27210', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/20513', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/20514', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21543', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21546', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21553', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/22261', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/22265', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/22266', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/22061', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21744', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21747', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21750', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21752', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/26222', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/26223', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/26225', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21690', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21682', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21686', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/26228', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21685', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/26229', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21688', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21689', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/26230', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21692', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21800', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21803', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/26231', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21806', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21809', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/26236', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21811', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27634', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27640', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27641', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27648', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27437', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27527', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27439', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27507', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27441', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27451', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27442', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27646', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27512', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27443', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27445', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27446', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27388', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27450', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27524', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27525', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27528', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27456', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27530', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27534', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/22098', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27666', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27459', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/21542', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27667', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27536', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27668', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27538', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27539', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27670', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27462', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27610', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27611', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27672', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27542', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27612', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27415', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27465', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27614', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27676', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27616', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27417', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27410', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27620', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27679', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27811', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27619', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27621', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27412', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27413', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27622', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27414', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27479', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27624', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27418', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27625', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27626', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27422', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27628', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27688', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27629']",106
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Itaguaí,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/581,"🌱 Participe da Conferência Municipal do Ambiente de Itaguaí e construa o futuro da nossa cidade!
Itaguaí está dando um passo importante na luta contra a emergência climática, e você faz parte dessa jornada! A Conferência Municipal do Ambiente traz a adaptação das diretrizes da 5ª Conferência Nacional do Meio Ambiente, com foco na mitigação de gases de efeito estufa e na preparação para os impactos das mudanças climáticas. Este é o momento de discutirmos juntos as soluções para uma cidade mais sustentável e justa.
O evento será organizado em torno de 5 eixos temáticos: 🌍 Mitigação 🌧️ Adaptação e preparação para desastres ⚖️ Justiça climática 🌿 Transformação ecológica 📚 Governança e educação ambiental
Sua participação é fundamental! Vamos juntos criar uma Itaguaí Grande e Sustentável 🌳💚
Atenção: Os debates serão conduzidos em torno de cinco eixos temáticos, a partir de um documento base (leitura obrigatória).
Contribua com suas sugestões!
Acesse as documentações relacionadas, por meio do link:https://drive.google.com/drive/folders/15pPabwlbRcw_MBN5LJ3QVhtnHWIlKxNB?usp=sharing
Inscrições por meio do link:https://docs.google.com/forms/d/e/1FAIpQLSc0b402coCBwMSj6o3itpdZKEzJ8q6NKThfMocPrJMMTssN6Q/viewform?usp=sharing",Não informado,"Itaguaí, Rio de Janeiro",Não informado,05 de Dezembro 2024 08:30 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28335', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28336', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28337', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28339', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28340', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28341', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28342', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28343', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28344', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28345']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência municipal de meio ambiente de Itaguaje,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1167,Etapa municipal,0,"Itaguajé, Paraná",Não informado,Não informado,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,Conferência Municipal de Meio Ambiente de Itaguajé,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1182,Etapa municipal da conferencia,0,"Itaguajé, Paraná",Não informado,04 de Dezembro 2024 14:30 às 17:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,"Conferência Municipal de Meio Ambiente de Naviraí de 2024 em prol da 5ª Conferência Nacional ""Emergência Climática""",https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/722,"Conferência Municipal de Meio Ambiente, organizada pela Gerência de Meio Ambiente de Naviraí, Gerências Municipais e organizações parceiras.",0,Não informado,Não informado,12 de Dezembro 2024 08:00 às 16:30,[],0
