Título Consulta,Descrição Consulta,URL da Imagem,Enquetes,Sobre Consulta,Título de Cada Proposta,Descrição da Proposta,Autor da Proposta,Comentários (Parágrafos),Comentários da Consulta (Decreto),Comentários da Consulta (Portaria),Comentários do Decreto,Título de Cada Recomendação,Comentários das Recomendações
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"JUSTIFICATIVA: A sugestão é que a referida Estratégia em consulta tenha também como objetivo a proteção da privacidade dos dados do cidadão, por meio de mecanismos de autenticação, ou outras tecnologias, conforme os níveis de serviços disponibilizados.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"BRASSCOM - TEXTO SUGERIDO: VI - assegurar, formentar e dispor de infraestrutura moderna, segura, escalável e robusta, através da adoção de tecnologias de processos e serviços governamentais em nuvem, para a implantação e evolução de soluções de governo digital, promovendo soluções compartilhadas, padrões nacionais e a integração entre os entes federados, utilizando-se do setor privado para o alcance deste objetivo.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"JUSTIFICATIVA: Os investimentos em infraestruturas tecnológicas têm que serem constantes e em velocidades cada vez mais curtas, para dar vazão às demandas crescentes da sociedade. A sugestão também incorpora a possibilidade de contratação e participação do setor privado neste permanente desafio.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"BRASSCOM - TEXTO SUGERIDO: V - qualificar a tomada de decisões e ofertas de serviços nas organizações públicas com o reuso constante dos dados disponíveis para análises, interoperabilidade e personalização, sem prejuízo da disponibilização desses dados em formato aberto em consonância com o desenvolvimento econômico e social e com estímulo a inovação;",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"JUSTIFICATIVA: A sugestão objetiva que a Estratégia Nacional de Governo Digital leve em consideração em seus fundamentos também a inovação e o desenvolvimento econômico e social, bem como o acesso a dados abertos.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"BRASSCOM - TEXTO SUGERIDO: IV - ampliar a resiliência e maturidade das estruturas tecnológicas governamentais com atenção a proteção a privacidade, segurança da informação e irrestrito acesso a dados abertos.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"JUSTIFICATIVA: A sugestão objetiva que a Estratégia Nacional de Governo Digital leve em consideração em seus fundamentos também a inovação e o desenvolvimento econômico e social. O acesso aos dados abertos da administração pública, estruturados ou não, sem limitações, autenticações e validações desnecessárias, automatizadas ou não, possam propiciar melhores serviços, usabilidade, negócios e informações aos cidadãos.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"BRASSCOM - TEXTO SUGERIDO: III - implementar solução estruturante de identificação única e nacional, para pessoas físicas e jurídicas, com ampla disponibilidade, validade para todos os entes federados e entidades privadas e com o acesso a dados abertos.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"JUSTIFICATIVA: A sugestão objetiva que a Estratégia Nacional de Governo Digital leve em consideração em seus fundamentos também a inovação e o desenvolvimento econômico, bem como o acesso a dados abertos. Também visa expandir o uso da solução de identificação para pessoas jurídicas também.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,Corroboro com a contribuição de BRUNA [12/01/2024 às 14:11] para que o inciso VI do artigo 9º tenha a seguinte redação:,,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"VI - dispor de infraestrutura moderna, segura, escalável e robusta, incluindo por meio da adoção de tecnologia de processos e serviços governamentais em nuvem, para a implantação e evolução de soluções de governo digital, promovendo soluções estruturantes compartilhadas, padrões nacionais, e a integração entre os entes federados;.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"JUSTIFICATIVA: Como tecnologia indutora de transformação digital, a nuvem é indispensável para o aprimoramento dos processos e serviços públicos e, consequentemente, representa ganhos para os cidadãos sob a ótica da economicidade, segurança, agilidade e escalabilidade, dentre outros atributos. A adoção da tecnologia de nuvem também contribui para o desenvolvimento da visão de futuro do Estado da qual trata o Art. 8º.",,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,JUSTIFICATIVA 3/3,,
Estratégia Nacional de Governo Digital,"Em agosto deste ano, o Ministério da Gestão e da Inovação em Serviços Públicos iniciou a construção colaborativa da Estratégia Nacional de Governo Digital. Prevista na Lei 14.129, de 29 de março de 2021 (Lei de Governo Digital), a Estratégia Nacional tem como uma de suas finalidades articular e potencializar as iniciativas de governo digital em todo o país, considerando sua amplitude e diversidade, bem como a redução das desigualdades regionais e com a melhoria do acesso aos serviços públicos.O processo de construção colaborativa busca elencar uma série de recomendações que servirão de base tanto para o texto-decreto da Estratégia, quanto para as diretrizes orientadoras para acelerar a transformação digital em governos municipais, estaduais e federal. Para tanto, o processo de escuta da população foi realizado por meio de cinco oficinas participativas presenciais em cada região federativa do Brasil; quatro oficinas participativas online e vinte entrevistas com especialistas nacionais e internacionais em governo digital.As oficinas presenciais aconteceram entre agosto e outubro, passando por todas as cinco regiões do país e coletando colaborações de diversos setores de cada região. Já entre setembro e outubro, as quatro oficinas remotas - realizadas em parceria com a ENAP - Escola Nacional de Administração Pública, e SERPRO - Serviço Federal de Processamento de Dados, buscaram reunir as contribuições de alguns grupos: Estados e Municípios; organizações da sociedade civil; instituições privadas; e Empresas públicas de processamento de dados de todo o país. Essas oficinas reuniram mais de 800 pessoas e trouxeram recomendações fundamentais para a Estratégia.Agora, visando uma participação ainda mais ampla da sociedade para reunir as prioridades da transformação digital em nosso país, estamos lançando a Consulta Pública digital por meio da plataforma Brasil Participativo. Convidamos todos os cidadãos a navegarem nas abas acima para colaborarem, deixando comentários sobre os dispositivos doDecretoque estabelecerá normas sobre a Estratégia Nacional de Governo Digital, e também comentando e votando nasrecomendaçõesque considerarem mais relevantes.Contamos com a sua participação e agradecemos por seu interesse na construção de nosso país !",,,,,,,,,,"Ainda, note-se que a Estratégia de Governo Digital da Gestão vigente entre 2020 e 2023 estabeleceu que: “Os objetivos a serem alcançados, por meio da Estratégia de Governo Digital incluem: (...) adotar tecnologia de processos e serviços governamentais em nuvem como parte da estrutura tecnológica dos serviços e setores da administração pública federal.”",,
