Plano,Quantidade Propostas,Título Proposta,Descrição Proposta,Link,Votos,Autor
Não tem o titulo na página,1292 propostas encontradas,Implantação de Hortos Agroflorestais Medicinais Biodinâmicos em serviços de saúde do SUS,"Os Hortos Agroflorestais Medicinais Biodinâmicos no SUS podem promover diversos serviços ambientais como a redução de poluição, recuperação de terras degradadas, conforto térmico e sonoro, recarga de lençóis freáticos e produção de alimentos saudáveis e plantas medicinais otimizando estes espaços. Além disso, valoriza conhecimentos populares, incentiva a educação ambiental, promove justiça ambiental e estimula a formação de vínculos solidários e de cooperação entre as equipes e a população.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19366,200,MARCEL LUIS
Não tem o titulo na página,1292 propostas encontradas,Redução do efeito estufa,Aplicar o príncipio do poluidor/pagador no setor pecuário e direcionar os aportes para o plantio de florestas,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19165,6,HENRIQUE
Não tem o titulo na página,1292 propostas encontradas,Políticas de Crédito de Carbono e Recuperação Ambiental na Caatinga,"Implementar políticas de crédito de carbono para apoiar a recuperação de áreas degradadas e em processo de desertificação, monitorando a Caatinga para garantir eficácia. Focar na restauração da mata ciliar, essencial para a biodiversidade e regulação hídrica. Essas ações visam não apenas mitigar mudanças climáticas, mas também promover a saúde ecológica e a sustentabilidade ambiental na região.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19741,33,IRAN
Não tem o titulo na página,1292 propostas encontradas,"Árvores, Criação de Espaços Verdes autoirrigáveis","Objetivo:Promover o aumento da cobertura vegetal urbana e rural através do plantio de árvores e criação de espaços verdes, proporcionando benefícios ambientais, sociais e estéticos, ao mesmo tempo em que estabelece a responsabilidade contínua do município na sua preservação e manutenção.Campanhas de plantio comunitário,Adoção dos espaços por empresas, Recuperação de áreas degradadas,Criação de parques e mini-bosques,Criação de equipes de zeladoria verde e Irrigação por captação de agua de chuva.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20167,"1
voto",NATALIA
Não tem o titulo na página,1292 propostas encontradas,Plano Nacional de Transição Agroecológica,"O projeto propõe a transição de sistemas agrícolas convencionais para modelos agroflorestais em até 12 anos, divididos em três fases: capacitação (1-3 anos), transição (4-8 anos) e consolidação (9-12 anos). Com incentivos fiscais e apoio técnico, considerando biomas locais, busca promover a sustentabilidade, aumentar a biodiversidade e melhorar a qualidade do solo. Após o prazo, será criado um imposto sobre produção agrícola não sustentável, incentivando práticas ambientalmente responsáveis.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20191,4,AMANDA
Não tem o titulo na página,1292 propostas encontradas,Vulnerabilidades à erosão costeira,promover o mapeamento de vulnerabilidades costeiras e definir as medidas adaptativa,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18164,17,ANDREA
Não tem o titulo na página,1292 propostas encontradas,Plano nacional de redução de emissões de metano,"Estabelecimento de um plano nacional para redução das emissões de metano, com definição de políticas públicas e recomendações setoriais para os setores agropecuário, petróleo & gás, bioenergia e resíduos desenvolverem seus planos de transição e atrelar condições para financiamento e/ou subsídios dos investimentos necessários para execução do plano.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20221,3,LEANDRO
Não tem o titulo na página,1292 propostas encontradas,**Proposta de Equiparação Tributária para Cooperativas de Catadores de Materiais Recicláveis**,"Visando a sustentabilidade e inclusão social das cooperativas de catadores, propomos a equiparação tributária destas às cooperativas agropecuárias. Isso inclui a não incidência de IRPJ, CSLL, PIS/PASEP e COFINS para atos cooperativos. Além disso, sugerimos a inclusão das cooperativas de catadores na Lei das Cooperativas Sociais, com regulamentação expressa do ato cooperativo para todas as suas atividades, garantindo assim um tratamento tributário justo e adequado para estas entidades essenciais.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18986,9,REJANE
Não tem o titulo na página,1292 propostas encontradas,Diminuir risco incêndios florestais com construção plataforma digital para regulamentação e auxílio financeiro aos propriet rurais para ações efetivas,"Os incêndios florestais com o aquecimento global estão ocorrendo em maior quantidade e intensidade causando danos extremos a fauna e flora nacional.
É urgente a criação de regulamentação, cadastramento, controle de queimadas aos moldes do que está implantado em Portugal por aplicativo eletrônico.
Em conjunto tb é urgente o fornecimento de ajuda financeira aos pequenos e médios proprietários rurais para ações como construção aceiros entre outras ações para se evitar a ocorrência do fogo.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19638,7,MARIA
Não tem o titulo na página,1292 propostas encontradas,Soluções para alimentação e ordem,Eu sugiro cartão alimentação para todos os beneficiários do bolsa família e restaurantes e bares para não jogarem sobras de comidas fora dar a população de ruas colocando uma placa na entrada dizendo : após as dez da noite daremos quentinhas de comidas que sobrar ou doces ou pães e se algum dia não tiver dêem só água ou café com pão e deveria ter gratuidade em coletivos para pessoas com mais de 63 anos e loas para pessoas com mais de 63 anos,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19172,"1
voto",ANA
Não tem o titulo na página,1292 propostas encontradas,"Saúde, meio ambiente e crianças periféricas no enfrentamento às mudanças climáticas no Brasil.","O Brasil pode enfrentar as mudanças climáticas abordando a intersecção entre saúde e meio ambiente, focando nas crianças de periferias. Essas crianças são mais vulneráveis a doenças causadas por condições ambientais precárias, como poluição e falta de saneamento. A proposta teórica sugere políticas integradas de saúde pública e educação ambiental nas escolas, visando fortalecer a resiliência dessas comunidades.BRANCO, S. M. Saúde e desigualdade ambiental: o impacto nas crianças periféricas2018RJ",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19783,2,Rosane
Não tem o titulo na página,1292 propostas encontradas,Restauração de todas as bacias hidrográficas brasileiras via articulação local/regional,Criar mecanismos para envolver estados e municípios na restauração de suas respectivas bacias hidrográficas.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18202,22,Angelo
Não tem o titulo na página,1292 propostas encontradas,A despavimentação das calçadas urbanas isto e as calçadas devem ser metade grama com árvores e jardins,"O movimento Mundial é de despavimentar as calçadas urbanas de todo Brasil, isso é as calçadas devem ser a metade grama com árvores e jardins e a outra metade então pavimentada!
A França é pioneira na despavimentação das calçadas urbanas e também que a fiação dos postes passam a ser subterrâneos !
Despavimentação das calçadas urbanas é a volta triunfante da natureza nas cidades
E também em todo qualquer espaços nas cidades que sejam plantadas árvores criando pequenos bosques corredores verdes",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19978,4,PATRICIA
Não tem o titulo na página,1292 propostas encontradas,Simulações microclimáticas com uso do software ENVI-met para elaboração de cenários futuros de melhoria para planejamento urbano e ambiental,"Estudos de microclima urbano são extremamente relevantes diante do contexto atual de mudanças climáticas para que possamos investigar e tomar decisões mais assertivas frente as necessidades das áreas urbanas de nosso país. A partir desses estudos podemos considerar quais espécies arbóreas são mais corretas de serem utilizadas para arborização urbana, avaliar impacto de novos loteamentos e empreendimentos bem como de áreas impermeáveis no contexto da qualidade de vida para a população.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19669,3,CAMILA
Não tem o titulo na página,1292 propostas encontradas,Incentivo do Governo para a segregação do lixo,"Fornecimento de lixeiras por parte do governo para o incentivo à segregação do lixo. Primeiramente, nos grandes centros, a exposição de lixeiras de materiais seletivos como papel, plásticos e metais. Incentivo do governo para a reciclagem, principalmente de plástico, metais e vidros. Incentivo à toda a população, até a mais carente, para que possa segregar o seu lixo e por exemplo efetuar a troca de vasilhames por dinheiro em supermercados ou pontos de coleta como é realizado na Europa.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20210,"1
voto",LILIAN
Não tem o titulo na página,1292 propostas encontradas,Assoreamento dos rios Gaúchos,"Sou Agrônomo; Arquiteto; Engenheiro, conhecedor do Rio Jacuí e Rio Taquari, faz 70 anos, onde as margens de areia retirada (praias) foram eliminadas, destruindo a mata ciliar e os berçarios da vida fluvial! Isto causou assoreamento e diminuição do volume de armazenamento nas diversas barragens e no leito, aumentando o transbordamento lateral. Também a redução drástica de peixes e organismos, por falta da reorodução protegida, nas praias de areia, as quais protegiam os taludes, agora desmoronando",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19414,"1
voto",JORGE
Não tem o titulo na página,1292 propostas encontradas,Agricultura Familiar,"É necessário um plano de adaptação específico para a agricultura familiar.
É necessário que os serviços ambientais de preservação e conservação ambiental, feitos pelos Agricultores e Agricultoras Familiares, Guardiões da Biodiversidade, do cerrado, Povos e Comunidades Tradicionais, sejam reconhecidos e renumerados, garantindo a continuidade desse trabalhos e uma vida digna no campo.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18494,18,Eliane
Não tem o titulo na página,1292 propostas encontradas,"Na luta por um Ambiente mais saudável, onde podemos respirar sem corrermos tantos riscos a nossa saúde.","Devemos cuidar mais dos nossos comportamentos em relação o meio ambiente...sobre os descartes de lixos, esgotos céu aberto, cuidados com rios, represas e etc. Também com a poluições os meios de transporte deixam no nosso precioso ar Natural.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19031,"1
voto",VALDENE
Não tem o titulo na página,1292 propostas encontradas,Transição energética justa,"Obrigatoriedade da avaliação sócio-ambiental integrada no licenciamento da produção de minerais estratégicos para baterias de carros elétricos, turbinas eólicas e paineis solares que utilize ferramentas como an´álise de ciclo de vida e da pegada de carbono, entre outras, na mensuração dos impactos de uma transição energética injusta, onde a sociedade paga a conta através de subsídios, passivos ambientais e crises energèticas, enquanto só lucram megacorporações transnacionais da energia 'verde'.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/17967,31,FRANCISCO
Não tem o titulo na página,1292 propostas encontradas,Adequação da frota publica (veículos) para utilização de energia limoa,Estabelecer política pública que promovam incentivos fiscais que promovam a substituição de frota de veículos movidos a combustível fóssil por energia limpa (elétrico e outras tecnologias inovadoras).,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19836,4,Cassio
Não tem o titulo na página,1292 propostas encontradas,Investimento em projetos de PD&I via editais para pesquisas sobre o papel das monoculturas de interesse Bioeconômico no sequestro de carbono,"Há uma grande lacuna de conhecimento sobre o potencial de sequestro de carbono das monoculturas de interesse da Bioeconomia tropical, o que pode, em conjunto com ações de educação e capacitação, alavancar projetos de REDD+ por restauração florestal com uso das espécies de interesse, aumentar a renda de pequenos produtores e ao mesmo tempo contribuir com as metas de redução das emissões atuando com estes projetos no mercado de créditos de carbono. Para isto, é essencial o fomento de pesquisas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19616,24,GABRIEL
Não tem o titulo na página,1292 propostas encontradas,Programa de Empregos de Interesse Público-Comunitário em territórios atingidos por impactos socioambientais.,"Programa de Empregos de Interesse Público-Comunitário que formalize frentes de trabalho associadas a restauração, adaptação e resiliência de comunidades/territórios atingidos/ameaçados por impactos socioambientais. Envolvendo entes federativos, movimento sindical e social, comunidades envolvidas e setor produtivo para gestão e controle participativos. Uso de mão de obra local e financiamento via impostos seletivos sobre atividades e produtos prejudiciais à saúde pública e ao meio ambiente.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19507,69,MARCO DALAMA
Não tem o titulo na página,1292 propostas encontradas,"Agroflorestas.Geração de empregos,reforma agrária e combate a fome .",Agroflorestas Autossustentáveis SAF. Sistema Agroflorestal da Agricultura Familiar é um método de geração de alimentos saudáveis sem Agrotóxicos nocivos a saúde .Tem a vantagem dinâmica de interagir com o planeta Terra fazendo o equilíbrio climático voltar ao planeta Terra.Neste tipo de Agricultura as Arvores são frutíferas onde o Homem e os animais da natureza interagem convivem e a cadeia produtiva é diversifica de produção constante.Fazer reforma agrária para combater a fome .,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20114,0,FABIANO
Não tem o titulo na página,1292 propostas encontradas,Política Nacional de Refaunação,"A resiliência das florestas e seu papel como sumidouro de carbono dependem da preservação de espécies endógenas, essenciais para polinização, dispersão de sementes e equilíbrio ecológico. Medidas para refaunar áreas degradadas, incluindo preservação e reintrodução de espécies, devem integrar estratégias climáticas nacionais. Como a pecuária desmata, cada boi abatido deve ser compensado com o plantio de uma árvore nativa pelo produtor, para formar corredores ecológicos e restaurar florestas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19081,172,Mauricio
Não tem o titulo na página,1292 propostas encontradas,Criação de bairros verdes,"Sugiro que em todas as capitais, os bairros tenham pelo menos um corredor verde, feito com o plantio de árvores nativas. Isso ajuda a mitigar os impactos das chuvas Existem bairros no Rio de Janeiro, por exemplo, que a cobertura vegetal é muito baixa. Existem espaços na cidade que podem ser ocupados pela árvores.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20099,"1
voto",FELIPE
Não tem o titulo na página,1292 propostas encontradas,Urbanização de favelas,"Criação de habitações em terrenos próximos às favelas para transferência dos seus moradores (residentes nos pontos mais altos das favelas em aclive, das áreas centrais das favelas planas e de risco ou difícil acesso de veículos de socorro), com consequente reflorestamento das áreas desocupadas para administração das autoridades de segurança florestal.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20189,"1
voto",José
Não tem o titulo na página,1292 propostas encontradas,Suspender financiamento público para produtores do agronegócio que desmatarem e também para mineradores que conflitos com povos indígenas,"Os bancos públicos ficam proibidos de financiarem regiões onde fazendeiros promovam conflitos com povos indígenas, façam desmatamento generalizado de florestas para plantio de soja e pasto, assim como também para garimpeiros ou mineradores em UC Ambiental como em terras indígenas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/17992,140,João
Não tem o titulo na página,1292 propostas encontradas,Conscientização na infância,"Instituir nos planos de ensino informações sobre alimentação saudável e sustentável e trazer clareza de que uma coxa de frango é uma galinha e uma vida, que um pedaço de bife é uma vaca e uma vida, que o bacon é um porco e uma vida! Hoje, nosso estilo de vida nos distancia tanto da natureza que muitos de nós não sabemos diferenciar um pé de alface de um pé de milho, muitos de nós não sabem que somos primatas e que primariamente nos alimentamos de frutas e vegetais e ao saber disso é fácil mudar",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19204,4,JULIAN
Não tem o titulo na página,1292 propostas encontradas,Conexões Sustentáveis: Integrando Reflorestamento e Ciência para um Brasil Verde,"Promover a colaboração entre instituições privadas, por meio de compensações ambientais, e a comunidade científica em projetos de reflorestamento, potencializando os esforços de recuperação ambiental. A revegetação será embasada em pesquisas e inovações, com metodologias que considerem as especificidades locais, promovendo um modelo colaborativo. Conexão essencial para inovar e escalar as ações de reflorestamento, contribuindo efetivamente para as metas climáticas do país.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19033,12,CLARISSA
Não tem o titulo na página,1292 propostas encontradas,Incentivo financeiro,"Criar Auxílio de incentivo para para a família que exercer atividades de reflorestamentos.
Criar bolsa de incentivo para jovens que exercer atividades de reflorestamentos",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19024,8,Francisca
Não tem o titulo na página,1292 propostas encontradas,Priorizar Soluções baseadas na Natureza (SbN) para benefícios sinérgicos em Clima e Biodiversidade,"Soluções baseadas na natureza (NbS) oferecem uma excelente maneira de atingir emissões líquidas zero de GEE ao mesmo tempo em que salvaguardam a biodiversidade no Brasil. Ações de conservação e restauração de ecossistemas têm o maior potencial para deter a perda de biodiversidade e devem ser priorizadas em uma transformação consistente na governança ambiental no país, cobrindo uma lacuna de falhas históricas em políticas nacionais mal implementadas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19504,63,Bruna
Não tem o titulo na página,1292 propostas encontradas,Formalizar o compromisso do Brasil com a Contribuição Nacionalmente Determinada (NDC) por meio de lei,"Encaminhar ao Congresso Nacional projeto de lei que formalize o compromisso do Brasil com a Contribuição Nacionalmente Determinada (NDC) apresentada na COP-26, visando um ambiente neutro de emissões de gases de efeito estufa até 2050. Proposta do Instituto Brasileiro de Governança Corporativa (IBGC).",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19055,0,Renan
Não tem o titulo na página,1292 propostas encontradas,35% até 2035: Substituir 35% dos alimentos de origem animal consumidos no Brasil por alimentos saudáveis e sustentáveis de origem vegetal até 2035,"A proposta compreende duas medidas:
1. Incluir duas metas na NDC: (i) reduzir o consumo nacional de produtos de origem animal em 35% e (ii) aumentar o consumo nacional de frutas, vegetais, legumes e proteínas alternativas na mesma proporção até 2035;
2. Desenvolver e implementar um plano de ação nacional para atingir essas metas, que inclui o redirecionamento de subsídios, a conscientização pública, a garantia de transições justas para os agricultores e outras políticas necessárias.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18969,1332,GEORGE
Não tem o titulo na página,1292 propostas encontradas,Garantia de saneamento adequado e acesso à água,"A garantia do direito humano ao saneamento adequado e à água, com promoção e incentivo às tecnologias sociais.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19437,2,Ana
Não tem o titulo na página,1292 propostas encontradas,Incentivo de carros elétricos,Governos federal incentivar financeiramente com redução de impostos a compra de carros elétricos de modo a reduzir a redução de emissão de poluição produzida por carros que consomem combustíveis fósseis.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19889,"1
voto",ISABEL de
Não tem o titulo na página,1292 propostas encontradas,Desconto IPTU Verde ( horta residencial),"Objetivo: Incentivar a segurança alimentar com desconto no IPTU. Moradores de áreas urbanas que cultivarem hortas em até 15% de sua propriedade receberão 5% de desconto no IPTU. A fiscalização será realizada anualmente por agentes de endemias. O programa visa garantir acesso a alimentos frescos, melhorar a sustentabilidade e fortalecer a conexão com a natureza. Incentive a comunidade a participar e aproveite os benefícios de um desconto anual no IPTU. Vote por um futuro mais verde e saudável!",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19028,18,Gabriel
Não tem o titulo na página,1292 propostas encontradas,Irrigação para todos,"Criar política pública para os produtores rurais com linha para o financiamento de irrigação a juro zero, 3 anos de carência e 15 anos para pagamento, bem como viabilizar o licenciamento ambiental para construção de pequenas barragens em área de preservação permanente ( APP). Dessa forma , com a tecnologia da Irrigação estaríamos contribuindo para a captação de CO2 da atmosfera, contribuindo com a redução do efeito estufa e viabilizando o desenvolvimento o sustentável no campo.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19784,5,MARIO
Não tem o titulo na página,1292 propostas encontradas,Educação Ambiental Estimulada.,"Se consiste em fornecer a toda rede de ensino desde o fundamental ao ensino médio, uma educação ambiental teórica e prática, levando os alunos a aprenderem não somente em sala de aula mas também com a realidade, mobilizando trabalhos, feiras, concursos e festivais ambientais que envolvam o aluno representante do projeto onde os demais integrantes do grupo de seu projeto devem ser seus familiares que para isso se tem por via recurso federal como incentivo para projetos eficazes que tenham efeito",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18040,26,Alpha Trix
Não tem o titulo na página,1292 propostas encontradas,Plano Clima da Pesca Artesanal,"Construção e efetivação do Plano Clima da Pesca Artesanal para adaptação às mudanças climáticas, com plena participação das comunidades tradicionais pesqueiras e com a garantia de recursos para a demarcação dos territórios pesqueiros, para a construção dos protocolos de emergência, para conservar as espécies frente aos efeitos das mudanças climáticas (enchentes, secas, alterações do clima nos ambientes pesqueiros) e para garantir um seguro às comunidades impactadas na sua renda e produção.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19761,41,INGRID
Não tem o titulo na página,1292 propostas encontradas,Desmatamento zero em todos os biomas até 2030,"Parar com o desmatamento.Ter politica real e efetiva protecionista.
Fazer campanhas na mídia, nas escolas para ter o apoio da sociedade e mudança da mentalidade da população como um todo.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19751,10,Eliane
Não tem o titulo na página,1292 propostas encontradas,Programa +Alimentos +Saúde +Proteção +Agroecologia,"Produzir alimentos que geram saúde e, ao mesmo tempo, protegem a natureza é vocação nata da agroecologia. Incentivar a produção ecológica na agricultura familiar e a distribuição em escolas públicas próximas das áreas de produção gera renda, protege o meio ambiente, amplia a soberania alimentar e contribui para a diminuição de gases de efeito estufa. A criação e execução de um amplo programa alimentar com soluções baseadas na natureza necessita de fomento ao processo de transição e ecológica.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19629,68,HEVERTON
Não tem o titulo na página,1292 propostas encontradas,"Alinhar as metas das NDCs relativas aos sistemas alimentares de forma sistêmica, considerando aspectos de clima, saúde e sociais","As evidências são categóricos em relação ao impacto dos alimentos de origem animal em relação as emissões de gases de efeito estufa. É importante, no entanto, contemplar todos os elementos envolvidos, para que as metas das NDCs considerem soluções adequadas integrando sustentabilidade, saúde e aspectos sociais. Por exemplo, incentivando a produção e consumo de alimentos de origem vegetal, in natura, e minimamente processados, produzidos em base orgânica e agroecológica, e da sociobiodiversidade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19986,"1
voto",RAFAEL
Não tem o titulo na página,1292 propostas encontradas,Educação ambiental nas escolas a partir das infância,"Educação ambiental nas escolas a partir da infância, na preservação do meio ambiente e defesa da vida.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18229,66,Jose
Não tem o titulo na página,1292 propostas encontradas,"Tornar obrigatório o ensino da responsabilidade com o ambiente e com os animais, nas escolas municipais e estaduais.","É desde a infância que se aprende a ter responsabilidade com a natureza, e a enxergá-la com direito de existência para além de seu valor de uso. É de extrema urgência que as crianças e adolescentes aprendam a ter responsabilidade com relação às suas ações sob o meio ambiente e animais, sendo estes domésticos, em situação de rua, ou silvestres. Por uma educação que tire as crianças e adolescentes da empatia, e promova um maior engajamento e atitudes responsáveis.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19765,4,Myriam Turganti
Não tem o titulo na página,1292 propostas encontradas,Conscsientização da população sobre descarte de lixo e plástico zero,"Criar meios de propagar os conhecimentos acerca de questões ideológicas, descarte de lixo e as consequências do descarte indevido, assim como conscientizar os reais impactos do uso de plástico e como outros materiais podem ser amplamente utilizados (como latas ou sacos de plástico biodegradáveis) a fim de diminuir os impactos gerados por essas demandas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19735,0,Renato
Não tem o titulo na página,1292 propostas encontradas,Plano Nacional Animal de Contingência de Desastres,"Criação da Força Nacional Animal, com agentes de segurança pública e defesa civil capacitados para atuar em grandes desastres com animais; institucionalização do rito sumário da proteção animal com transferência de recursos para os municípios afetados com vítimas animais e envio de kits de pronto atendimento veterinário; convocação de médicos veterinários pela Força Nacional do SUS; hospitais veterinários de campanha no local da emergência; envio de alimentação para animais vítimas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19086,200,PAULO
Não tem o titulo na página,1292 propostas encontradas,Plano Amazônia de agricultura regenerativa e inclusiva,"A proposta visa promover práticas sustentáveis e aumentar a resiliência climática na agricultura familiar da Amazônia. Integra sistemas agroflorestais, capacitação técnica, e inclusão de mulheres e jovens nas cooperativas locais. Além disso, busca fortalecer a economia regional através da diversificação de produtos e acesso a mercados, assegurando a sustentabilidade ambiental e econômica das comunidades.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19588,51,MARCELO
Não tem o titulo na página,1292 propostas encontradas,Proteção da biodiversidade,"A biodiversidade garante a vida.A produtividade dos ecossistemas, a manutenção de ciclos como das águas e de nutrientes, bem como locais de refúgio de inimigos naturais de muitos insetos ou polinizadores se encontram em habtats preservados.A nossa identidade cultural também está ali preservada.
Nossa proposta é cuidar das áreas em que o solo está devastado e arborizar toda a nossa cidade e as áreas onde estão acontecendo os incêndios naturais.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20224,7,ANDRESSA
Não tem o titulo na página,1292 propostas encontradas,Redução de queimadas,Fortalecer comissões mistas para fiscalização de queimadas ilegais rurais e urbanas,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19450,3,Pavel
Não tem o titulo na página,1292 propostas encontradas,"O Drive Thru Ecológico Ecoplantar promove Educação Ambiental, destinação Resíduos Solidos, Regeneração de matas ciliares, Ecossistemas, Ar e Água.....","Compartilho a experiência da Ecoplantar em Campo Grande MS, uma empresa que faz educação ambiental, abriu o primeiro Drive Thru Ecológico do Brasil, remove Leucenas (árvore exótica), planta árvores nativas na mata ciliar do córrego segredo, restaurando a floresta, a biodiversidade e o equilíbrio ecológico em ações que envolvem a população na transformação do espaço público degradado em um santuário ecológico. Atendendo a várias ODS's, a iniciativa merece ser impulsionada e multiplicada.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18041,12,MARINA
Não tem o titulo na página,1292 propostas encontradas,Taxar alimentos de origem animal industrializados,"A taxação de produtos de origem animal industrializados (carnes de vertebrados e invertebrados, assim como seus derivados, a exemplo dos laticínios) pode gerar receitas que seriam aplicadas no combate aos desmatamentos e incêndios florestais, maiores causadores das mudanças climáticas, perda de biodiversidade, desfaunação, alteração dos ciclos biogeoquímicos globais, desertificação, perda de ""rios voadores"" e outras mazelas que são pagas por toda a sociedade, inclusive pelas gerações futuras.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19911,"1
voto",PAULA
Não tem o titulo na página,1292 propostas encontradas,Apoio à PD&I e à produção nacional de VANTs/Drones para combate a incêndios em biomas brasileiros: tecnologia e inovação para a proteção ambiental,"Motivar o ecossistema de inovação e tecnologia, especialmente no setor de startup do tipo deep tech (como a Dirac Inovações Tecnológicas Ltda), a desenvolver VANTs (Veículos Aéreos Não Tripulados), ou drones, para combater queimadas nos biomas brasileiros e monitorar o avanço das queimadas.
Esses VANTs poderão ser utilizados tanto no combate às chamas quanto na criação de barreiras para a sua propagação.
Essas ações devem ser incentivadas e associadas a ICTs, órgãos competentes e gestores.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20199,14,ANDRE
Não tem o titulo na página,1292 propostas encontradas,Agrofloresta como Política Pública,"Tornar a implantação de Agroflorestas Política Pública, com apoio técnico e financiamento para agricultores/as familiares, contemplando também as EFAs ( Escolas Famílias Agrícolas) e outras semelhantes.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18130,37,MARIA
Não tem o titulo na página,1292 propostas encontradas,Pegada de Carbono Individual - PCI,"Implantação pela ANVISA (QR code de Descarte) em toda embalagem potencialmente poluidora. É comum pedirem o CPF para finalizar uma compra no mercado, certo? Com a integração do sistema para acompanhar cada item consumido por CPF, seria possível criar um app para smartphone com a Pegada de Carbono Individual. Responsabilizando a população a escanear toda embalagem após o consumo, assim a pegada diminui; caso contrário, vai acumulando. É uma ótima ideia para promover a sustentabilidade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18206,69,HEDERALDO
Não tem o titulo na página,1292 propostas encontradas,Projeto Mais Árvores em áreas devastadas.,"Áreas devastadas que foram utilizadas para agropecuária deverão destinar 30% para replantio de árvores nativas (que não sejam pinus ou similares), destinando 10% destas, de árvores frutíferas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19471,8,JONY
